what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1333288129085
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1333288129086
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1333288129087
started,bundle,org.eclipse.team.svn.core,0.7.9.I20110523-1700,"org.eclipse.team.svn.core",1333288129088
started,bundle,org.eclipse.team.svn.mylyn,0.7.9.I20110318-1700,"org.eclipse.team.svn.mylyn",1333288129088
started,bundle,org.eclipse.team.svn.revision.graph,0.7.9.I20110318-1700,"org.eclipse.team.svn.revision.graph",1333288129088
started,bundle,org.eclipse.team.svn.ui,0.7.9.I20110523-1700,"org.eclipse.team.svn.ui",1333288129090
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16,2.2.2.I20110523-1700,"org.polarion.eclipse.team.svn.connector.svnkit16",1333288129090
started,bundle,zigen.plugin.db,1.2.2.v20101009,"zigen.plugin.db",1333288129091
os,sysinfo,,,"macosx",1333288129094
arch,sysinfo,,,"x86",1333288129094
ws,sysinfo,,,"cocoa",1333288129094
locale,sysinfo,,,"ja_JP",1333288129094
processors,sysinfo,,,"4",1333288129094
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1333288129094
java.runtime.version,sysinfo,,,"1.6.0_29-b11-402-11D50b",1333288129094
java.specification.name,sysinfo,,,"Java Platform API Specification",1333288129094
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1333288129094
java.specification.version,sysinfo,,,"1.6",1333288129094
java.vendor,sysinfo,,,"Apple Inc.",1333288129094
java.version,sysinfo,,,"1.6.0_29",1333288129094
java.vm.info,sysinfo,,,"mixed mode",1333288129094
